id,split,V,A,D,text,fil_text_5,emotion_features,emotions
SemEval_1081,test,0.43999999999999995,0.25,0.125,Canadian breakthrough offers hope on autism,Canadian breakthrough offers hope on autism,"(0.43999999999999995, 0.25, 0.125)",Hopeful
SemEval_1082,train,-0.10000000000000009,0.1499999999999999,0.0,Beware of peanut butter pathogens,Beware of peanut butter pathogens,"(-0.10000000000000009, 0.1499999999999999, 0.0)",Reprehensible
SemEval_1083,train,0.125,-0.06000000000000005,0.125,Experts offer advice on salmonella,Experts offer advice on salmonella,"(0.125, -0.06000000000000005, 0.125)",Aloof
SemEval_1084,dev,0.0,0.050000000000000044,0.10000000000000009,Experts issue new heart disease guidelines for women,Experts issue new heart disease guidelines for women,"(0.0, 0.050000000000000044, 0.10000000000000009)",Reprehensible
SemEval_1085,test,0.19999999999999996,0.050000000000000044,0.1499999999999999,"For women, aspirin a day could keep stroke away","For women, aspirin a day could keep stroke away","(0.19999999999999996, 0.050000000000000044, 0.1499999999999999)",Aloof
SemEval_1086,dev,-0.3500000000000001,-0.10000000000000009,-0.10000000000000009,High cholesterol raises stroke risk healthy women,High cholesterol raises stroke risk healthy women,"(-0.3500000000000001, -0.10000000000000009, -0.10000000000000009)",Disdainful
SemEval_1087,train,-0.10000000000000009,0.050000000000000044,-0.050000000000000044,Cooked chicken breasts join tainted-food recalls,Cooked chicken breasts join taintedfood recalls,"(-0.10000000000000009, 0.050000000000000044, -0.050000000000000044)",Repentant
SemEval_1088,dev,0.050000000000000044,0.0,-0.10000000000000009,Ready to eat chicken breasts recalled due to suspected listeria,Ready to eat chicken breasts recalled due to suspected listeria,"(0.050000000000000044, 0.0, -0.10000000000000009)",Repentant
SemEval_1089,train,-0.05499999999999994,0.05499999999999994,0.05499999999999994,Fully-cooked chicken strips recalled,Fullycooked chicken strips recalled,"(-0.05499999999999994, 0.05499999999999994, 0.05499999999999994)",Reprehensible
SemEval_109,train,0.19999999999999996,0.19999999999999996,0.10000000000000009,The sweet tune of an anniversary,The sweet tune of an anniversary,"(0.19999999999999996, 0.19999999999999996, 0.10000000000000009)",Cooperative
SemEval_1090,train,0.0,0.0,-0.050000000000000044,Committee debates cancer vaccine plan,Committee debates cancer vaccine plan,"(0.0, 0.0, -0.050000000000000044)",Repentant
SemEval_1091,test,0.1100000000000001,0.16500000000000004,0.1100000000000001,Stop cancer with a shot,Stop cancer with a shot,"(0.1100000000000001, 0.16500000000000004, 0.1100000000000001)",Reprehensible
SemEval_1092,train,-0.06000000000000005,0.06000000000000005,0.06000000000000005,1 mln birds to be vaccinated from bird flu near Moscow,1 mln birds to be vaccinated from bird flu near Moscow,"(-0.06000000000000005, 0.06000000000000005, 0.06000000000000005)",Reprehensible
SemEval_1093,train,-0.30000000000000004,0.10000000000000009,0.0,Thousands tested after Russian H5N1 outbreak,Thousands tested after Russian H5N1 outbreak,"(-0.30000000000000004, 0.10000000000000009, 0.0)",Mildly annoyed
SemEval_1094,train,-0.5,0.30000000000000004,-0.3500000000000001,"Russian bird flu outbreak is deadly ""Asian strain""",Russian bird flu outbreak is deadly Asian strain,"(-0.5, 0.30000000000000004, -0.3500000000000001)",Confused
SemEval_1095,train,-0.3999999999999999,0.050000000000000044,-0.10000000000000009,Bernard Matthews to lay off up to 500 workers,[NAME] to lay off up to 500 workers,"(-0.3999999999999999, 0.050000000000000044, -0.10000000000000009)",Quietly indignant
SemEval_1098,train,-0.19999999999999996,0.050000000000000044,0.0,Goodbye to girlhood,Goodbye to girlhood,"(-0.19999999999999996, 0.050000000000000044, 0.0)",Weary with responsibility
SemEval_1099,train,-0.3500000000000001,0.10000000000000009,-0.10000000000000009,Media cited for showing girls as sex objects,Media cited for showing girls as sex objects,"(-0.3500000000000001, 0.10000000000000009, -0.10000000000000009)",Quietly indignant
SemEval_11,train,0.10000000000000009,-0.1499999999999999,0.050000000000000044,Madonna's New Tot 'Happy at Home' in London,Madonnas New Tot Happy at Home in London,"(0.10000000000000009, -0.1499999999999999, 0.050000000000000044)",Reserved
SemEval_110,train,-0.25,-0.10000000000000009,-0.10000000000000009,Inconvenient truths,Inconvenient truths,"(-0.25, -0.10000000000000009, -0.10000000000000009)",Weary with responsibility
SemEval_1100,train,-0.3500000000000001,0.050000000000000044,-0.10000000000000009,Sexualisation 'harms' young girls,Sexualisation harms young girls,"(-0.3500000000000001, 0.050000000000000044, -0.10000000000000009)",Quietly indignant
SemEval_1101,train,-0.05499999999999994,0.0,0.0,A shot in the arm,A shot in the arm,"(-0.05499999999999994, 0.0, 0.0)",Reprehensible
SemEval_1102,dev,0.06000000000000005,-0.06000000000000005,-0.06000000000000005,Thousands line up to get late flu shots,Thousands line up to get late flu shots,"(0.06000000000000005, -0.06000000000000005, -0.06000000000000005)",Reserved
SemEval_1103,train,0.125,0.0,0.125,King county offering some free flu vaccines,King county offering some free flu vaccines,"(0.125, 0.0, 0.125)",Aloof
SemEval_1104,train,0.07000000000000006,0.07000000000000006,0.07000000000000006,Bush vows cooperation on health care,[NAME] vows cooperation on health care,"(0.07000000000000006, 0.07000000000000006, 0.07000000000000006)",Reprehensible
SemEval_1105,train,0.0,-0.050000000000000044,-0.050000000000000044,Health returns as hot issue in '08 race,Health returns as hot issue in 08 race,"(0.0, -0.050000000000000044, -0.050000000000000044)",Repentant
SemEval_1106,train,0.09000000000000008,0.0,0.09000000000000008,Small-business owners find Bush health plan appealing,Smallbusiness owners find [NAME] health plan appealing,"(0.09000000000000008, 0.0, 0.09000000000000008)",Aloof
SemEval_1107,train,-0.05499999999999994,0.16500000000000004,0.21999999999999997,Pediatricians say more cord blood is needed now,Pediatricians say more cord blood is needed now,"(-0.05499999999999994, 0.16500000000000004, 0.21999999999999997)",Burdened with responsibility
SemEval_1108,train,0.0,0.0,0.0,Whether to save cord blood can be puzzle for parents,Whether to save cord blood can be puzzle for parents,"(0.0, 0.0, 0.0)",Repentant
SemEval_1109,train,0.30000000000000004,-0.10000000000000009,0.050000000000000044,Retinal implant helping blind people see again,Retinal implant helping blind people see again,"(0.30000000000000004, -0.10000000000000009, 0.050000000000000044)",Modest
SemEval_111,train,-0.14500000000000002,-0.07000000000000006,0.0,Dating difficult for Harry Potter,Dating difficult for [NAME],"(-0.14500000000000002, -0.07000000000000006, 0.0)",Weary with responsibility
SemEval_1110,train,-0.1499999999999999,0.050000000000000044,-0.050000000000000044,"Indonesia ""will not share"" flu samples",Indonesia will not share flu samples,"(-0.1499999999999999, 0.050000000000000044, -0.050000000000000044)",Repentant
SemEval_1111,train,0.0,-0.06000000000000005,0.125,Health Canada issues advice on canned tuna,Health Canada issues advice on canned tuna,"(0.0, -0.06000000000000005, 0.125)",Proud and lonely
SemEval_1112,train,0.0,0.0,0.0,Cholesterol link in diabetes study,Cholesterol link in diabetes study,"(0.0, 0.0, 0.0)",Repentant
SemEval_1113,test,0.30000000000000004,0.10000000000000009,0.050000000000000044,Pig cells hope for diabetes cure,Pig cells hope for diabetes cure,"(0.30000000000000004, 0.10000000000000009, 0.050000000000000044)",Cooperative
SemEval_1114,dev,-0.18500000000000005,-0.06000000000000005,-0.125,Sick hearts switch on a fetal gene,Sick hearts switch on a fetal gene,"(-0.18500000000000005, -0.06000000000000005, -0.125)",Quietly indignant
SemEval_1115,train,0.30000000000000004,0.050000000000000044,0.050000000000000044,Foetal mechanism helps heart failure,Foetal mechanism helps heart failure,"(0.30000000000000004, 0.050000000000000044, 0.050000000000000044)",Cooperative
SemEval_1116,train,-0.050000000000000044,-0.050000000000000044,-0.050000000000000044,"Planned cesareans not risk-free, group warns","Planned cesareans not riskfree, group warns","(-0.050000000000000044, -0.050000000000000044, -0.050000000000000044)",Repentant
SemEval_1117,train,0.1499999999999999,-0.10000000000000009,0.10000000000000009,Scientists tout cocoa's health benefits,Scientists tout cocoas health benefits,"(0.1499999999999999, -0.10000000000000009, 0.10000000000000009)",Modest
SemEval_1118,train,0.25,0.10000000000000009,0.10000000000000009,Feeding your brain: new benefits found in chocolate,Feeding your brain new benefits found in chocolate,"(0.25, 0.10000000000000009, 0.10000000000000009)",Cooperative
SemEval_1119,train,0.0,0.0,0.0,Some cocoa may improve brain blood flow,Some cocoa may improve brain blood flow,"(0.0, 0.0, 0.0)",Repentant
SemEval_112,train,-0.21999999999999997,-0.1100000000000001,-0.16500000000000004,Students lose their rite of passage,Students lose their rite of passage,"(-0.21999999999999997, -0.1100000000000001, -0.16500000000000004)",Subdued
SemEval_1120,train,0.0,0.0,0.06000000000000005,Lawyer for deceased Nazi-era collaborator Papon vows to bury him,Lawyer for deceased Naziera collaborator Papon vows to bury him,"(0.0, 0.0, 0.06000000000000005)",Reprehensible
SemEval_1121,test,0.2849999999999999,0.0,0.0,"Cocoa could be antidote to age-related diseases, says new study","Cocoa could be antidote to agerelated diseases, says new study","(0.2849999999999999, 0.0, 0.0)",Modest
SemEval_1123,train,-0.21999999999999997,0.0,0.0,Hungarian opposition calls for vote after violence escalates,Hungarian opposition calls for vote after violence escalates,"(-0.21999999999999997, 0.0, 0.0)",Weary with responsibility
SemEval_1124,train,-0.19999999999999996,0.050000000000000044,0.0,AU regrets Sudan's expulsion of UN envoy,AU regrets Sudans expulsion of UN envoy,"(-0.19999999999999996, 0.050000000000000044, 0.0)",Weary with responsibility
SemEval_1125,train,-0.14500000000000002,-0.07000000000000006,0.07000000000000006,Bush officials: no big move in Iraq plan,[NAME] officials no big move in Iraq plan,"(-0.14500000000000002, -0.07000000000000006, 0.07000000000000006)",Weary with responsibility
SemEval_1126,test,0.0,-0.050000000000000044,0.050000000000000044,Opponent is put on the spot over remarks about Clinton,Opponent is put on the spot over remarks about [NAME],"(0.0, -0.050000000000000044, 0.050000000000000044)",Reserved
SemEval_1127,train,0.0,-0.14500000000000002,-0.07000000000000006,House ethics panel talks to Hastert aide,House ethics panel talks to [NAME] aide,"(0.0, -0.14500000000000002, -0.07000000000000006)",Reserved
SemEval_1128,train,0.10000000000000009,0.1499999999999999,0.25,BellSouth says profit rises 30% on cingular earnings,BellSouth says profit rises 30 on cingular earnings,"(0.10000000000000009, 0.1499999999999999, 0.25)",Proud and lonely
SemEval_1129,train,0.0,0.10000000000000009,0.19999999999999996,Enron boss gets 24-year sentence,Enron boss gets 24year sentence,"(0.0, 0.10000000000000009, 0.19999999999999996)",Proud and lonely
SemEval_113,train,-0.07000000000000006,-0.07000000000000006,0.0,Putin vows to tackle illegal immigration,[NAME] vows to tackle illegal immigration,"(-0.07000000000000006, -0.07000000000000006, 0.0)",Reserved
SemEval_1130,train,-0.10000000000000009,-0.10000000000000009,0.0,Sony apologizes for battery recall,Sony apologizes for battery recall,"(-0.10000000000000009, -0.10000000000000009, 0.0)",Reserved
SemEval_1131,train,0.06000000000000005,0.06000000000000005,0.125,Google unveils do-it-yourself search engine,Google unveils doityourself search engine,"(0.06000000000000005, 0.06000000000000005, 0.125)",Proud and lonely
SemEval_1132,train,0.1499999999999999,0.0,0.0,Firefox 2.0 hits the Web,Firefox 2.0 hits the Web,"(0.1499999999999999, 0.0, 0.0)",Modest
SemEval_1133,train,0.05499999999999994,0.0,0.05499999999999994,Oracle World opens with Dell unveiling AMD-powered computers,Oracle World opens with Dell unveiling AMDpowered computers,"(0.05499999999999994, 0.0, 0.05499999999999994)",Reprehensible
SemEval_1134,train,-0.1499999999999999,-0.050000000000000044,-0.10000000000000009,Seahawks' QB Hasselbeck out 2-4 weeks,[NAME] out 24 weeks,"(-0.1499999999999999, -0.050000000000000044, -0.10000000000000009)",Repentant
SemEval_1135,dev,0.19999999999999996,-0.050000000000000044,0.050000000000000044,Marathon winner released from hospital,Marathon winner released from hospital,"(0.19999999999999996, -0.050000000000000044, 0.050000000000000044)",Modest
SemEval_1136,train,-0.10000000000000009,0.050000000000000044,0.0,Punter charged with stabbing asks to live outside state,Punter charged with stabbing asks to live outside state,"(-0.10000000000000009, 0.050000000000000044, 0.0)",Reprehensible
SemEval_1138,train,0.0,-0.05499999999999994,0.0,Trying to assess the damage in Cleveland,Trying to assess the damage in Cleveland,"(0.0, -0.05499999999999994, 0.0)",Reserved
SemEval_1139,train,0.10000000000000009,-0.050000000000000044,0.1499999999999999,Bryant's boot may have salvaged Bucs' season,Bryants boot may have salvaged [NAME] season,"(0.10000000000000009, -0.050000000000000044, 0.1499999999999999)",Aloof
SemEval_114,dev,-0.25,0.10000000000000009,0.1499999999999999,Ottawa must redefine 'terror',Ottawa must redefine terror,"(-0.25, 0.10000000000000009, 0.1499999999999999)",Insolent
SemEval_1140,train,0.0,-0.1499999999999999,-0.050000000000000044,This week in auto racing October 27 - October 29,This week in auto racing October 27  October 29,"(0.0, -0.1499999999999999, -0.050000000000000044)",Reserved
SemEval_1141,train,-0.3999999999999999,0.25,-0.10000000000000009,Merriman violation stuns ex-teammate,Merriman violation stuns exteammate,"(-0.3999999999999999, 0.25, -0.10000000000000009)",Angry but detached
SemEval_1142,train,-0.19999999999999996,0.10000000000000009,0.050000000000000044,Bruce revells in upset,Bruce revells in upset,"(-0.19999999999999996, 0.10000000000000009, 0.050000000000000044)",Mildly annoyed
SemEval_1143,train,-0.3999999999999999,-0.19999999999999996,-0.19999999999999996,Steelers' Roethlisberger has concussion,[NAME] has concussion,"(-0.3999999999999999, -0.19999999999999996, -0.19999999999999996)",Detached
SemEval_1144,train,-0.10000000000000009,0.0,0.0,Arthurs upsets Robredo in first round at the St. Petersburg Open,Arthurs upsets Robredo in first round at the St. Petersburg Open,"(-0.10000000000000009, 0.0, 0.0)",Reprehensible
SemEval_1145,train,0.18500000000000005,-0.09000000000000008,0.04499999999999993,Mbeki: 2010 World Cup Planning on Track,Mbeki 2010 World Cup Planning on Track,"(0.18500000000000005, -0.09000000000000008, 0.04499999999999993)",Modest
SemEval_1147,train,0.135,0.09000000000000008,0.09000000000000008,MS Adds Office 2007 to Vista Coupon Program,MS Adds Office 2007 to Vista Coupon Program,"(0.135, 0.09000000000000008, 0.09000000000000008)",Aloof
