id,split,V,A,D,text,fil_text_5
NYTnewswire7_6112_6210,dev,3.0,2.8,3.0,"The California aquarium also created ""Seafood Watch"" wallet cards designed to take to restaurants.",The California aquarium also created Seafood Watch wallet cards designed to take to restaurants.
NYTnewswire7_6211_6363,train,3.0,2.57,3.0,"More than 600,000 of the cards and seafood guides have been distributed since 2000, said Jennifer Dianto, Seafood Watch program manager at the aquarium.","More than 600,000 of the cards and seafood guides have been distributed since 2000, said [NAME], Seafood Watch program manager at the aquarium."
NYTnewswire7_6369_6510,train,3.14,3.14,3.14,Chefs and retailers around the country know they must be prepared to deal with customers who arrive with the aquarium's seafood card in hand.,Chefs and retailers around the country know they must be prepared to deal with customers who arrive with the aquariums seafood card in hand.
NYTnewswire7_6511_6690,train,2.67,2.83,3.17,"But in a business in which 12-hour shifts are the norm, some chefs worry about their lack of time to stay informed about complicated, rapidly changing fisheries management issues.","But in a business in which 12hour shifts are the norm, some chefs worry about their lack of time to stay informed about complicated, rapidly changing fisheries management issues."
NYTnewswire7_6696_6811,train,3.0,2.9,2.9,"Some working chefs say they routinely review conservation group Web sites, government reports and industry sources.","Some working chefs say they routinely review conservation group Web sites, government reports and industry sources."
NYTnewswire7_6817_6911,train,2.5,3.1,2.6,"""For me, it's very difficult to be certain that the information which is given to me is real,""","For me, its very difficult to be certain that the information which is given to me is real,"
NYTnewswire7_6817_6996,train,2.8,2.9,2.6,"""For me, it's very difficult to be certain that the information which is given to me is real,"" said Eric Ripert, chef at Le Bernardin, a four-star seafood restaurant in Manhattan.","For me, its very difficult to be certain that the information which is given to me is real, said [NAME], chef at Le Bernardin, a fourstar seafood restaurant in Manhattan."
NYTnewswire7_6997_7011,train,2.8,2.7,3.0,"""I don't know.",I dont know.
NYTnewswire7_7012_7139,train,2.75,3.0,3.0,"I don't have enough information to know, for example, if Chilean seabass is really disappearing or if it's political pressure.""","I dont have enough information to know, for example, if Chilean seabass is really disappearing or if its political pressure."
NYTnewswire7_703_899,train,3.25,3.12,3.38,It's no longer unusual for chefs to refuse to serve a species they think to be at risk of extinction or for a retailer to promote seafoods that are abundant and part of a healthy marine ecosystem.,Its no longer unusual for chefs to refuse to serve a species they think to be at risk of extinction or for a retailer to promote seafoods that are abundant and part of a healthy marine ecosystem.
NYTnewswire7_7145_7214,train,2.66,2.83,3.17,"Despite being uncertain of its status, Ripert pulled Chilean seabass.","Despite being uncertain of its status, [NAME] pulled Chilean seabass."
NYTnewswire7_7215_7344,train,2.9,2.8,2.9,"Le Bernardin's menu also informs diners that the restaurant will not serve swordfish to support efforts ""to recover the species.""",Le Bernardins menu also informs diners that the restaurant will not serve swordfish to support efforts to recover the species.
NYTnewswire7_7319_7344,train,3.0,2.8,3.1,"""to recover the species.""",to recover the species.
NYTnewswire7_7350_7400,dev,2.9,3.1,3.0,"""I don't wish to be a spokesman for any campaign,""","I dont wish to be a spokesman for any campaign,"
NYTnewswire7_7414_7471,train,3.3,3.2,3.2,"""I do it as somebody who has a conscience and is caring.""",I do it as somebody who has a conscience and is caring.
NYTnewswire7_7494_7562,train,3.0,2.4,3.1,"(Michelle Cole is a staff writer for The Oregonian of Portland, Ore.","[NAME] is a staff writer for The Oregonian of Portland, Ore."
NYTnewswire7_7563_7623,train,3.0,2.25,2.88,She can be contacted at michellecole(at)news.oregonian.com.),She can be contacted at michellecoleatnews.oregonian.com.
NYTnewswire7_905_974,train,3.1,3.1,3.0,Most say they're driven by the desire to do right by the environment.,Most say theyre driven by the desire to do right by the environment.
NYTnewswire7_975_1063,train,2.75,3.12,2.88,Some also say they must listen to their customers' concerns or risk a consumer backlash.,Some also say they must listen to their customers concerns or risk a consumer backlash.
NYTnewswire8_1044_1305,dev,2.62,3.12,2.88,"But powerful groups, including the American Medical Association, oppose the idea and have a surprising source of support: psychologists themselves, some of whom call it a radical experiment and fear that the most likely victim will be the science of psychology.","But powerful groups, including the American Medical Association, oppose the idea and have a surprising source of support psychologists themselves, some of whom call it a radical experiment and fear that the most likely victim will be the science of psychology."
NYTnewswire8_1312_1441,train,2.5,3.3,2.9,"""I am concerned that nonmedically trained people as legitimate prescribers of drugs will not be accepted by the American public,""","I am concerned that nonmedically trained people as legitimate prescribers of drugs will not be accepted by the American public,"
NYTnewswire8_1312_1519,train,2.5,3.25,3.25,"""I am concerned that nonmedically trained people as legitimate prescribers of drugs will not be accepted by the American public,"" says psychologist Gerald C. Davison of the University of Southern California.","I am concerned that nonmedically trained people as legitimate prescribers of drugs will not be accepted by the American public, says psychologist [NAME] of the University of Southern California."
NYTnewswire8_149_204,train,2.62,3.0,3.25,PRESCRIPTION PRIVILEGES MAKE SOME PSYCHOLOGISTS ANXIOUS,[NAME] MAKE SOME PSYCHOLOGISTS ANXIOUS
NYTnewswire8_1526_1684,train,3.1,3.0,3.1,"The APA has spent more than $1 million to help state psychological associations develop and lobby for such prescription privileges -- or ""RxP"" -- legislation.",The APA has spent more than 1 million to help state psychological associations develop and lobby for such prescription privileges  or RxP  legislation.
NYTnewswire8_1685_1823,train,3.0,2.8,2.9,A total of 31 state psychology associations have task forces dedicated to developing and lobbying for prescription-privileges legislation.,A total of 31 state psychology associations have task forces dedicated to developing and lobbying for prescriptionprivileges legislation.
NYTnewswire8_1830_2111,train,3.0,2.8,2.9,"The version endorsed by the APA would license doctoral-level psychologists to independently prescribe psychotropic drugs after completing 300 hours of classroom instruction in neuroscience, physiology and pharmacology, followed by four months' supervised treatment of 100 patients.","The version endorsed by the APA would license doctorallevel psychologists to independently prescribe psychotropic drugs after completing 300 hours of classroom instruction in neuroscience, physiology and pharmacology, followed by four months supervised treatment of 100 patients."
NYTnewswire8_2118_2310,train,3.0,3.0,3.0,"Critics say that is not nearly enough compared with other prescribers, such as M.D. psychiatrists or nurse practitioners who have at least six years' medical education and clinical experience.","Critics say that is not nearly enough compared with other prescribers, such as M.D. psychiatrists or nurse practitioners who have at least six years medical education and clinical experience."
NYTnewswire8_2317_2396,train,3.0,2.75,3.0,Neither Davison nor most other RxP opponents doubt the efficacy of medications.,[NAME] nor most other RxP opponents doubt the efficacy of medications.
NYTnewswire8_2397_2491,train,3.0,2.88,3.0,Their greatest objection is to the notion of turning psychology into a prescribing profession.,Their greatest objection is to the notion of turning psychology into a prescribing profession.
NYTnewswire8_2498_2808,train,3.33,3.33,3.22,"In a field that has struggled long and hard to prove that mind, mood and behavior can be studied empirically, the past decade, Davison says, has seen ""exciting developments"" that demonstrate the validity of various psychotherapeutic interventions and the psychosocial-behavioral models on which they are based.","In a field that has struggled long and hard to prove that mind, mood and behavior can be studied empirically, the past decade, [NAME] says, has seen exciting developments that demonstrate the validity of various psychotherapeutic interventions and the psychosocialbehavioral models on which they are based."
NYTnewswire8_2648_2671,train,3.91,3.82,2.91,"""exciting developments""",exciting developments
NYTnewswire8_2815_2911,train,3.0,2.6,3.0,"""The timing is peculiar to abandon psychological science or to convert it to a medical science,""","The timing is peculiar to abandon psychological science or to convert it to a medical science,"
NYTnewswire8_2815_3124,train,2.9,3.0,2.9,"""The timing is peculiar to abandon psychological science or to convert it to a medical science,"" explains Elaine M. Heiby of the University of Hawaii, who chairs a committee of the 1,000-member American Association of Applied and Preventive Psychology that is concerned about the medicalization of psychology.","The timing is peculiar to abandon psychological science or to convert it to a medical science, explains [NAME] of the University of Hawaii, who chairs a committee of the 1,000member American Association of Applied and Preventive Psychology that is concerned about the medicalization of psychology."
